Latitude,Longitude,Time,Temperature (°C),Humidity (%)
16.843,100.1639,2024-10-12T14:00:00+07:00,32.45,61.21
16.896,100.2194,2024-10-12T14:00:00+07:00,32.5,62.02
16.896,100.2471,2024-10-12T14:00:00+07:00,32.47,61.82
16.7634,100.1639,2024-10-12T14:00:00+07:00,32.8,60.98
16.6838,100.2471,2024-10-12T14:00:00+07:00,32.79,61.45
16.8165,100.2194,2024-10-12T14:00:00+07:00,32.87,61.06
16.843,100.2194,2024-10-12T14:00:00+07:00,32.56,61.47
16.7103,100.2194,2024-10-12T14:00:00+07:00,32.84,61.22
16.7634,100.2194,2024-10-12T14:00:00+07:00,32.89,60.98
16.896,100.1362,2024-10-12T14:00:00+07:00,32.97,60.63
16.8165,100.2471,2024-10-12T14:00:00+07:00,32.47,61.51
16.7899,100.2471,2024-10-12T14:00:00+07:00,32.69,61.37
16.7368,100.2194,2024-10-12T14:00:00+07:00,32.71,61.31
16.7899,100.1917,2024-10-12T14:00:00+07:00,33.0,60.55
16.949,100.4688,2024-10-12T14:00:00+07:00,31.25,67.58
16.6572,100.2471,2024-10-12T14:00:00+07:00,32.8,61.12
16.6838,100.2194,2024-10-12T14:00:00+07:00,32.93,61.0
16.7634,100.2748,2024-10-12T14:00:00+07:00,32.74,61.06
16.7634,100.2471,2024-10-12T14:00:00+07:00,33.04,60.42
16.8695,100.1639,2024-10-12T14:00:00+07:00,33.02,60.72
16.843,100.2748,2024-10-12T14:00:00+07:00,32.98,56.69
16.7368,100.3025,2024-10-12T14:00:00+07:00,32.71,61.19
16.896,100.2748,2024-10-12T14:00:00+07:00,32.62,61.53
16.843,100.2471,2024-10-12T14:00:00+07:00,32.95,57.23
16.7368,100.2471,2024-10-12T14:00:00+07:00,32.93,60.61
16.949,100.2194,2024-10-12T14:00:00+07:00,32.76,61.71
16.8695,100.1917,2024-10-12T14:00:00+07:00,32.34,61.44
16.9225,100.2471,2024-10-12T14:00:00+07:00,32.86,61.48
16.7899,100.3025,2024-10-12T14:00:00+07:00,32.65,60.61
16.7899,100.2748,2024-10-12T14:00:00+07:00,32.51,61.35
16.896,100.4411,2024-10-12T14:00:00+07:00,31.59,65.83
16.7103,100.2471,2024-10-12T14:00:00+07:00,32.63,61.3
16.7103,100.2748,2024-10-12T14:00:00+07:00,32.84,60.83
16.9755,100.4688,2024-10-12T14:00:00+07:00,30.9,67.86
16.8695,100.2748,2024-10-12T14:00:00+07:00,32.59,61.24
16.8165,100.2748,2024-10-12T14:00:00+07:00,32.87,57.04
16.949,100.4411,2024-10-12T14:00:00+07:00,31.43,66.69
16.9225,100.1917,2024-10-12T14:00:00+07:00,32.68,61.65
16.7103,100.3025,2024-10-12T14:00:00+07:00,32.99,60.62
16.7634,100.3025,2024-10-12T14:00:00+07:00,32.77,60.72
16.9225,100.4688,2024-10-12T14:00:00+07:00,31.2,66.56
16.8695,100.3302,2024-10-12T14:00:00+07:00,32.56,61.46
16.896,100.1917,2024-10-12T14:00:00+07:00,32.84,61.34
16.6572,100.2748,2024-10-12T14:00:00+07:00,32.65,61.57
16.9225,100.4411,2024-10-12T14:00:00+07:00,32.12,65.5
