Latitude,Longitude,Time,Temperature (°C),Humidity (%)
16.6838,100.2471,2024-10-09T14:00:00+07:00,32.51,60.92
16.8165,100.2194,2024-10-09T14:00:00+07:00,33.03,58.37
16.843,100.2194,2024-10-09T14:00:00+07:00,32.82,58.42
16.7103,100.2194,2024-10-09T14:00:00+07:00,32.34,61.15
16.7634,100.2194,2024-10-09T14:00:00+07:00,31.69,62.98
16.896,100.1362,2024-10-09T14:00:00+07:00,32.77,57.31
16.8165,100.2471,2024-10-09T14:00:00+07:00,32.29,61.36
16.7899,100.2471,2024-10-09T14:00:00+07:00,32.85,59.53
16.7368,100.2194,2024-10-09T14:00:00+07:00,31.59,62.94
16.7899,100.1917,2024-10-09T14:00:00+07:00,31.77,61.02
16.949,100.4688,2024-10-09T14:00:00+07:00,31.07,65.11
16.6572,100.2471,2024-10-09T14:00:00+07:00,31.35,63.98
16.6838,100.2194,2024-10-09T14:00:00+07:00,32.85,59.19
16.7634,100.2748,2024-10-09T14:00:00+07:00,32.76,60.05
16.7634,100.2471,2024-10-09T14:00:00+07:00,31.89,61.36
16.8695,100.1639,2024-10-09T14:00:00+07:00,32.99,57.66
16.843,100.2748,2024-10-09T14:00:00+07:00,32.89,55.25
16.7368,100.3025,2024-10-09T14:00:00+07:00,31.99,62.93
16.896,100.2748,2024-10-09T14:00:00+07:00,32.18,60.32
16.843,100.2471,2024-10-09T14:00:00+07:00,32.99,55.23
16.7368,100.2471,2024-10-09T14:00:00+07:00,31.49,62.35
16.949,100.2194,2024-10-09T14:00:00+07:00,32.82,58.0
16.8695,100.1917,2024-10-09T14:00:00+07:00,32.58,59.1
16.9225,100.2471,2024-10-09T14:00:00+07:00,31.61,61.78
16.7899,100.3025,2024-10-09T14:00:00+07:00,33.62,57.14
16.7899,100.2748,2024-10-09T14:00:00+07:00,33.12,58.79
16.896,100.4411,2024-10-09T14:00:00+07:00,31.19,62.67
16.7103,100.2471,2024-10-09T14:00:00+07:00,31.9,62.65
16.7103,100.2748,2024-10-09T14:00:00+07:00,32.34,61.36
16.9755,100.4688,2024-10-09T14:00:00+07:00,30.97,64.2
16.8695,100.2748,2024-10-09T14:00:00+07:00,33.27,56.95
16.8165,100.2748,2024-10-09T14:00:00+07:00,32.31,57.7
16.949,100.4411,2024-10-09T14:00:00+07:00,30.59,65.04
16.9225,100.1917,2024-10-09T14:00:00+07:00,33.16,57.22
16.7103,100.3025,2024-10-09T14:00:00+07:00,32.41,60.51
16.7634,100.3025,2024-10-09T14:00:00+07:00,33.1,59.12
16.9225,100.4688,2024-10-09T14:00:00+07:00,31.13,63.79
16.8695,100.3302,2024-10-09T14:00:00+07:00,32.94,57.05
16.896,100.1917,2024-10-09T14:00:00+07:00,32.12,60.55
16.6572,100.2748,2024-10-09T14:00:00+07:00,31.44,62.09
16.9225,100.4411,2024-10-09T14:00:00+07:00,31.22,62.93
