Latitude,Longitude,Time,Temperature (°C),Humidity (%)
16.949,100.4688,2024-10-11T14:00:00+07:00,30.1,69.85
16.6572,100.2471,2024-10-11T14:00:00+07:00,31.8,65.06
16.6838,100.2194,2024-10-11T14:00:00+07:00,31.92,65.06
16.7634,100.2748,2024-10-11T14:00:00+07:00,32.19,64.15
16.7634,100.2471,2024-10-11T14:00:00+07:00,32.36,63.51
16.8695,100.1639,2024-10-11T14:00:00+07:00,32.18,64.05
16.843,100.2748,2024-10-11T14:00:00+07:00,32.31,59.66
16.7368,100.3025,2024-10-11T14:00:00+07:00,32.11,64.36
16.896,100.2748,2024-10-11T14:00:00+07:00,31.93,64.81
16.843,100.2471,2024-10-11T14:00:00+07:00,31.89,60.62
16.7368,100.2471,2024-10-11T14:00:00+07:00,32.13,64.38
16.949,100.2194,2024-10-11T14:00:00+07:00,32.06,64.69
16.8695,100.1917,2024-10-11T14:00:00+07:00,31.69,64.74
16.9225,100.2471,2024-10-11T14:00:00+07:00,31.91,64.88
16.7899,100.3025,2024-10-11T14:00:00+07:00,32.02,63.73
16.7899,100.2748,2024-10-11T14:00:00+07:00,31.61,64.83
16.896,100.4411,2024-10-11T14:00:00+07:00,30.77,69.16
16.7103,100.2471,2024-10-11T14:00:00+07:00,31.97,65.03
16.7103,100.2748,2024-10-11T14:00:00+07:00,32.03,64.63
16.9755,100.4688,2024-10-11T14:00:00+07:00,29.72,70.9
16.8695,100.2748,2024-10-11T14:00:00+07:00,31.77,64.47
16.8165,100.2748,2024-10-11T14:00:00+07:00,31.99,60.51
16.949,100.4411,2024-10-11T14:00:00+07:00,30.44,69.56
16.9225,100.1917,2024-10-11T14:00:00+07:00,32.13,64.3
16.7103,100.3025,2024-10-11T14:00:00+07:00,32.26,63.95
16.7634,100.3025,2024-10-11T14:00:00+07:00,32.13,63.8
16.9225,100.4688,2024-10-11T14:00:00+07:00,30.03,68.52
16.8695,100.3302,2024-10-11T14:00:00+07:00,32.0,64.59
16.896,100.1917,2024-10-11T14:00:00+07:00,32.08,64.49
16.6572,100.2748,2024-10-11T14:00:00+07:00,31.81,65.22
16.9225,100.4411,2024-10-11T14:00:00+07:00,31.05,67.75
