Latitude,Longitude,Time,Temperature (°C),Humidity (%)
16.7634,100.2194,2024-10-08T14:00:00+07:00,32.85,56.83
16.896,100.1362,2024-10-08T14:00:00+07:00,32.82,54.8
16.8165,100.2471,2024-10-08T14:00:00+07:00,32.51,55.63
16.7899,100.2471,2024-10-08T14:00:00+07:00,32.28,55.51
16.7368,100.2194,2024-10-08T14:00:00+07:00,32.99,57.16
16.7899,100.1917,2024-10-08T14:00:00+07:00,32.56,55.93
16.949,100.4688,2024-10-08T14:00:00+07:00,31.21,63.03
16.6572,100.2471,2024-10-08T14:00:00+07:00,32.67,56.86
16.6838,100.2194,2024-10-08T14:00:00+07:00,32.84,57.09
16.7634,100.2748,2024-10-08T14:00:00+07:00,32.42,55.43
16.7634,100.2471,2024-10-08T14:00:00+07:00,32.52,55.95
16.8695,100.1639,2024-10-08T14:00:00+07:00,32.93,55.08
16.843,100.2748,2024-10-08T14:00:00+07:00,33.26,52.71
16.7368,100.3025,2024-10-08T14:00:00+07:00,32.98,56.56
16.896,100.2748,2024-10-08T14:00:00+07:00,32.95,57.54
16.843,100.2471,2024-10-08T14:00:00+07:00,33.15,53.1
16.7368,100.2471,2024-10-08T14:00:00+07:00,32.57,56.47
16.949,100.2194,2024-10-08T14:00:00+07:00,33.08,57.59
16.8695,100.1917,2024-10-08T14:00:00+07:00,33.14,56.4
16.9225,100.2471,2024-10-08T14:00:00+07:00,32.98,57.65
16.7899,100.3025,2024-10-08T14:00:00+07:00,32.77,55.45
16.7899,100.2748,2024-10-08T14:00:00+07:00,32.14,55.73
16.896,100.4411,2024-10-08T14:00:00+07:00,31.59,61.19
16.7103,100.2471,2024-10-08T14:00:00+07:00,32.32,56.9
16.7103,100.2748,2024-10-08T14:00:00+07:00,32.33,56.14
16.9755,100.4688,2024-10-08T14:00:00+07:00,30.88,63.96
16.8695,100.2748,2024-10-08T14:00:00+07:00,33.1,56.73
16.8165,100.2748,2024-10-08T14:00:00+07:00,32.73,52.48
16.949,100.4411,2024-10-08T14:00:00+07:00,31.55,62.79
16.9225,100.1917,2024-10-08T14:00:00+07:00,32.91,57.45
16.7103,100.3025,2024-10-08T14:00:00+07:00,32.85,55.9
16.7634,100.3025,2024-10-08T14:00:00+07:00,32.88,55.82
16.9225,100.4688,2024-10-08T14:00:00+07:00,31.25,62.0
16.8695,100.3302,2024-10-08T14:00:00+07:00,33.07,57.38
16.896,100.1917,2024-10-08T14:00:00+07:00,32.83,57.51
16.6572,100.2748,2024-10-08T14:00:00+07:00,32.11,56.41
16.9225,100.4411,2024-10-08T14:00:00+07:00,32.08,61.09
