Latitude,Longitude,Time,Temperature (°C),Humidity (%)
16.7899,100.2194,2024-10-13T14:00:00+07:00,32.78,58.01
16.9225,100.3302,2024-10-13T14:00:00+07:00,32.91,57.85
16.8695,100.2194,2024-10-13T14:00:00+07:00,33.51,52.73
16.7368,100.1917,2024-10-13T14:00:00+07:00,33.12,58.55
16.843,100.1639,2024-10-13T14:00:00+07:00,32.4,57.87
16.896,100.2194,2024-10-13T14:00:00+07:00,33.66,55.9
16.896,100.2471,2024-10-13T14:00:00+07:00,33.42,56.74
16.7634,100.1639,2024-10-13T14:00:00+07:00,33.43,56.91
16.6838,100.2471,2024-10-13T14:00:00+07:00,33.3,57.26
16.8165,100.2194,2024-10-13T14:00:00+07:00,33.28,56.2
16.843,100.2194,2024-10-13T14:00:00+07:00,33.62,55.15
16.7103,100.2194,2024-10-13T14:00:00+07:00,32.38,59.95
16.7634,100.2194,2024-10-13T14:00:00+07:00,33.1,57.96
16.896,100.1362,2024-10-13T14:00:00+07:00,32.56,57.65
16.8165,100.2471,2024-10-13T14:00:00+07:00,32.42,57.5
16.7899,100.2471,2024-10-13T14:00:00+07:00,32.78,57.19
16.7368,100.2194,2024-10-13T14:00:00+07:00,32.38,60.72
16.7899,100.1917,2024-10-13T14:00:00+07:00,32.91,57.78
16.949,100.4688,2024-10-13T14:00:00+07:00,28.26,77.8
16.6572,100.2471,2024-10-13T14:00:00+07:00,32.57,58.6
16.6838,100.2194,2024-10-13T14:00:00+07:00,32.47,59.5
16.7634,100.2748,2024-10-13T14:00:00+07:00,33.18,56.67
16.7634,100.2471,2024-10-13T14:00:00+07:00,33.11,56.82
16.8695,100.1639,2024-10-13T14:00:00+07:00,32.75,57.04
16.843,100.2748,2024-10-13T14:00:00+07:00,33.31,51.56
16.7368,100.3025,2024-10-13T14:00:00+07:00,33.59,56.38
16.896,100.2748,2024-10-13T14:00:00+07:00,32.82,57.73
16.843,100.2471,2024-10-13T14:00:00+07:00,33.49,51.63
16.7368,100.2471,2024-10-13T14:00:00+07:00,32.38,59.56
16.949,100.2194,2024-10-13T14:00:00+07:00,32.46,58.74
16.8695,100.1917,2024-10-13T14:00:00+07:00,33.67,55.44
16.9225,100.2471,2024-10-13T14:00:00+07:00,33.06,57.17
16.7899,100.3025,2024-10-13T14:00:00+07:00,33.06,55.03
16.7899,100.2748,2024-10-13T14:00:00+07:00,32.7,57.26
16.896,100.4411,2024-10-13T14:00:00+07:00,27.69,82.88
16.7103,100.2471,2024-10-13T14:00:00+07:00,32.88,58.5
16.7103,100.2748,2024-10-13T14:00:00+07:00,33.56,56.25
16.9755,100.4688,2024-10-13T14:00:00+07:00,28.52,72.86
16.8695,100.2748,2024-10-13T14:00:00+07:00,33.44,55.19
16.8165,100.2748,2024-10-13T14:00:00+07:00,32.8,53.09
16.949,100.4411,2024-10-13T14:00:00+07:00,28.45,77.95
16.9225,100.1917,2024-10-13T14:00:00+07:00,32.9,56.92
16.7103,100.3025,2024-10-13T14:00:00+07:00,32.83,57.36
16.7634,100.3025,2024-10-13T14:00:00+07:00,33.88,53.23
16.9225,100.4688,2024-10-13T14:00:00+07:00,28.12,78.68
16.8695,100.3302,2024-10-13T14:00:00+07:00,30.32,72.93
16.896,100.1917,2024-10-13T14:00:00+07:00,33.74,55.0
16.6572,100.2748,2024-10-13T14:00:00+07:00,32.67,58.8
16.9225,100.4411,2024-10-13T14:00:00+07:00,28.78,77.29
